date;heure;PM25;PM10;O3;NO2;CO
05/09/2016;23;10;14;12;25;200
05/09/2016;24;9;12;14;21;100
06/09/2016;1;7;12;13;20;200
06/09/2016;2;7;11;13;20;200
06/09/2016;3;7;10;20;12;200
06/09/2016;4;5;8;15;18;100
06/09/2016;5;6;8;8;29;200
06/09/2016;6;7;9;7;34;200
06/09/2016;7;6;11;4;38;200
06/09/2016;8;7;14;7;39;200
06/09/2016;9;7;17;9;38;400
06/09/2016;10;8;17;14;34;200
06/09/2016;11;10;17;19;33;200
06/09/2016;12;10;19;20;35;200
06/09/2016;13;11;19;21;30;200
06/09/2016;14;12;16;21;32;200
06/09/2016;15;12;16;31;29;200
06/09/2016;16;11;14;22;34;200
06/09/2016;17;10;17;18;38;300
06/09/2016;18;9;18;12;40;300
06/09/2016;19;10;17;7;44;300
06/09/2016;20;13;18;3;46;300
06/09/2016;21;13;17;2;48;300
06/09/2016;22;12;16;2;47;300
06/09/2016;23;11;14;5;42;300
06/09/2016;24;11;12;17;30;200
07/09/2016;1;10;13;18;27;200
07/09/2016;2;11;15;17;31;200
07/09/2016;3;12;16;14;33;200
07/09/2016;4;12;16;15;35;200
07/09/2016;5;12;17;6;46;200
07/09/2016;6;13;21;4;59;300
07/09/2016;7;17;25;8;72;400
07/09/2016;8;20;29;14;70;400
07/09/2016;9;18;28;26;57;300
07/09/2016;10;16;29;29;58;300
07/09/2016;11;19;n/d;65;31;200
07/09/2016;12;13;14;84;22;200
07/09/2016;13;12;17;93;22;100
07/09/2016;14;10;16;97;24;100
07/09/2016;15;9;16;101;23;200
07/09/2016;16;10;14;108;22;200
07/09/2016;17;10;12;107;20;200
07/09/2016;18;10;13;96;29;200
07/09/2016;19;11;17;70;52;300
07/09/2016;20;14;23;43;73;400
07/09/2016;21;19;28;20;90;500
07/09/2016;22;21;30;10;104;500
07/09/2016;23;18;30;16;93;400
07/09/2016;24;16;26;9;92;400
08/09/2016;1;16;24;19;78;300
08/09/2016;2;15;25;11;76;300
08/09/2016;3;18;31;2;83;400
08/09/2016;4;17;30;2;76;400
08/09/2016;5;19;29;1;71;400
08/09/2016;6;19;32;1;74;400
08/09/2016;7;21;41;3;76;500
08/09/2016;8;23;50;9;88;500
08/09/2016;9;19;43;18;83;400
08/09/2016;10;14;35;59;42;200
08/09/2016;11;13;32;67;27;200
08/09/2016;12;15;28;68;22;200
08/09/2016;13;13;25;57;23;200
08/09/2016;14;16;27;63;26;200
08/09/2016;15;14;29;76;18;200
08/09/2016;16;12;28;78;19;200
08/09/2016;17;11;25;73;19;200
08/09/2016;18;10;24;65;23;200
08/09/2016;19;10;24;54;33;200
08/09/2016;20;12;24;51;35;200
08/09/2016;21;12;23;53;28;200
08/09/2016;22;11;22;46;31;200
08/09/2016;23;11;21;37;37;200
08/09/2016;24;9;20;37;37;200
09/09/2016;1;9;17;45;29;100
09/09/2016;2;8;17;39;29;100
09/09/2016;3;10;19;12;60;200
09/09/2016;4;13;24;3;68;200
09/09/2016;5;13;26;3;67;200
09/09/2016;6;13;26;3;74;200
09/09/2016;7;14;34;5;77;300
09/09/2016;8;15;42;9;76;300
09/09/2016;9;15;44;29;52;200
09/09/2016;10;11;31;30;43;200
09/09/2016;11;14;26;44;38;100
09/09/2016;12;13;23;58;30;100
09/09/2016;13;10;25;69;26;100
09/09/2016;14;12;25;80;28;100
09/09/2016;15;9;29;91;31;100
09/09/2016;16;9;30;93;28;100
09/09/2016;17;11;24;82;40;200
09/09/2016;18;10;24;72;52;200
09/09/2016;19;10;24;48;73;200
09/09/2016;20;12;27;39;68;200
09/09/2016;21;15;34;36;68;200
09/09/2016;22;17;39;14;88;300
09/09/2016;23;15;29;14;81;200
09/09/2016;24;13;24;15;78;200
10/09/2016;1;11;25;13;80;200
10/09/2016;2;11;24;36;52;200
10/09/2016;3;9;22;28;50;200
10/09/2016;4;11;27;2;81;400
10/09/2016;5;17;33;13;68;400
10/09/2016;6;10;24;19;57;200
10/09/2016;7;12;31;6;79;400
10/09/2016;8;20;38;9;78;400
10/09/2016;9;16;36;23;69;300
10/09/2016;10;15;35;28;70;300
10/09/2016;11;15;30;65;28;200
10/09/2016;12;11;n/d;79;18;100
10/09/2016;13;11;n/d;82;23;100
10/09/2016;14;11;n/d;78;25;100
10/09/2016;15;10;n/d;74;25;100
10/09/2016;16;10;n/d;68;26;200
10/09/2016;17;9;n/d;64;26;100
10/09/2016;18;8;22;40;41;200
10/09/2016;19;10;20;23;52;200
10/09/2016;20;13;21;16;58;300
10/09/2016;21;14;19;15;58;200
10/09/2016;22;13;20;29;42;200
10/09/2016;23;9;17;29;35;200
10/09/2016;24;8;14;n/d;36;200
11/09/2016;1;8;17;39;26;200
11/09/2016;2;6;14;44;21;200
11/09/2016;3;6;13;40;14;200
11/09/2016;4;6;12;33;14;200
11/09/2016;5;5;12;32;13;200
11/09/2016;6;6;11;30;17;200
11/09/2016;7;6;10;30;15;200
11/09/2016;8;6;10;28;18;200
11/09/2016;9;6;10;22;20;200
11/09/2016;10;7;15;20;24;200
11/09/2016;11;11;22;18;26;200
11/09/2016;12;10;23;23;27;300
11/09/2016;13;9;15;29;25;200
11/09/2016;14;9;11;38;23;200
11/09/2016;15;9;13;45;23;200
11/09/2016;16;9;11;46;24;200
11/09/2016;17;7;11;39;33;200
11/09/2016;18;6;10;29;39;300
11/09/2016;19;6;10;25;45;300
11/09/2016;20;10;16;28;41;300
11/09/2016;21;13;20;21;47;300
11/09/2016;22;13;20;18;47;300
11/09/2016;23;12;19;8;54;400
11/09/2016;24;12;20;3;56;400
12/09/2016;1;12;19;3;49;200
12/09/2016;2;12;19;13;36;300
12/09/2016;3;11;17;11;36;200
12/09/2016;4;12;16;11;34;200
12/09/2016;5;11;16;5;43;200
12/09/2016;6;11;17;3;53;200
12/09/2016;7;13;24;3;60;400
12/09/2016;8;16;30;10;60;400
12/09/2016;9;17;35;9;78;400
12/09/2016;10;16;40;26;58;300
12/09/2016;11;12;27;55;38;200
12/09/2016;12;12;n/d;86;23;100
12/09/2016;13;14;n/d;95;34;100
12/09/2016;14;16;n/d;107;30;100
12/09/2016;15;16;n/d;102;35;100
12/09/2016;16;16;n/d;92;47;200
12/09/2016;17;15;n/d;99;42;200
12/09/2016;18;16;n/d;74;68;200
12/09/2016;19;19;n/d;30;99;300
12/09/2016;20;22;n/d;14;108;400
12/09/2016;21;20;35;6;115;500
12/09/2016;22;24;40;3;130;700
12/09/2016;23;26;43;15;99;400
12/09/2016;24;17;32;24;68;300
13/09/2016;1;15;33;31;59;200
13/09/2016;2;13;20;49;36;200
13/09/2016;3;11;n/d;50;30;200
13/09/2016;4;12;20;49;35;200
13/09/2016;5;13;22;31;59;200
13/09/2016;6;15;26;5;101;300
13/09/2016;7;17;34;7;102;400
13/09/2016;8;18;43;11;96;400
13/09/2016;9;18;43;23;81;300
13/09/2016;10;16;40;48;52;300
13/09/2016;11;16;39;66;41;200
13/09/2016;12;17;n/d;63;50;200
13/09/2016;13;n/d;n/d;77;47;200
13/09/2016;14;n/d;n/d;85;53;200
13/09/2016;15;n/d;n/d;96;37;200
13/09/2016;16;n/d;n/d;80;51;200
13/09/2016;17;16;n/d;84;39;200
13/09/2016;18;18;n/d;77;42;200
13/09/2016;19;22;n/d;67;52;200
13/09/2016;20;25;n/d;71;45;200
13/09/2016;21;25;n/d;67;51;300
13/09/2016;22;22;n/d;82;32;200
13/09/2016;23;19;36;81;24;100
13/09/2016;24;19;34;84;19;100
14/09/2016;1;18;32;81;17;100
14/09/2016;2;18;34;74;17;100
14/09/2016;3;17;33;66;16;100
14/09/2016;4;15;32;66;13;100
14/09/2016;5;8;21;45;34;100
14/09/2016;6;4;15;24;61;100
14/09/2016;7;5;15;29;58;200
14/09/2016;8;8;17;42;48;200
14/09/2016;9;10;17;50;41;200
14/09/2016;10;8;14;63;31;100
14/09/2016;11;7;13;72;31;100
14/09/2016;12;11;16;72;34;100
14/09/2016;13;13;26;80;40;100
14/09/2016;14;15;25;96;32;100
14/09/2016;15;14;24;106;32;100
14/09/2016;16;14;23;109;28;200
14/09/2016;17;15;25;111;29;200
14/09/2016;18;15;25;94;39;200
14/09/2016;19;19;33;62;63;300
14/09/2016;20;24;37;10;122;500
14/09/2016;21;25;38;23;96;400
14/09/2016;22;19;34;52;39;200
14/09/2016;23;10;16;72;15;100
14/09/2016;24;6;7;75;12;100
15/09/2016;1;n/d;0;71;11;100
15/09/2016;2;n/d;7;72;10;100
15/09/2016;3;11;10;76;10;100
15/09/2016;4;8;9;72;12;100
15/09/2016;5;10;11;40;37;200
15/09/2016;6;12;13;19;68;200
15/09/2016;7;14;19;22;65;200
15/09/2016;8;14;19;33;46;200
15/09/2016;9;16;20;32;43;200
15/09/2016;10;17;21;29;42;200
15/09/2016;11;15;19;33;42;200
15/09/2016;12;15;17;35;34;200
15/09/2016;13;14;22;35;42;200
15/09/2016;14;16;29;50;35;200
15/09/2016;15;n/d;n/d;44;33;200
15/09/2016;16;n/d;n/d;36;40;200
15/09/2016;17;17;29;30;39;200
15/09/2016;18;13;21;28;41;200
15/09/2016;19;12;19;26;43;200
15/09/2016;20;12;19;22;41;200
15/09/2016;21;11;17;20;36;200
15/09/2016;22;9;15;20;39;200
15/09/2016;23;9;15;14;40;200
15/09/2016;24;8;12;26;27;100
16/09/2016;1;7;11;26;24;100
16/09/2016;2;6;11;28;17;100
16/09/2016;3;8;12;28;20;100
16/09/2016;4;7;11;29;21;100
16/09/2016;5;6;12;24;25;100
16/09/2016;6;6;12;8;44;200
16/09/2016;7;9;17;7;53;200
16/09/2016;8;12;25;8;55;300
16/09/2016;9;14;34;9;53;300
16/09/2016;10;10;22;21;48;200
16/09/2016;11;8;16;45;27;200
16/09/2016;12;8;14;46;29;200
16/09/2016;13;9;16;56;26;200
16/09/2016;14;9;15;52;27;200
16/09/2016;15;9;14;49;31;200
16/09/2016;16;8;13;38;32;200
16/09/2016;17;7;11;24;38;200
16/09/2016;18;5;8;13;43;200
16/09/2016;19;5;7;27;33;200
16/09/2016;20;6;7;31;24;200
16/09/2016;21;7;11;28;21;200
16/09/2016;22;8;12;26;21;100
16/09/2016;23;8;15;24;19;100
16/09/2016;24;8;15;22;19;100
17/09/2016;1;6;13;26;17;100
17/09/2016;2;6;13;25;15;100
17/09/2016;3;5;14;24;14;100
17/09/2016;4;6;14;24;13;100
17/09/2016;5;6;14;21;16;100
17/09/2016;6;6;16;19;19;100
17/09/2016;7;6;16;19;21;100
17/09/2016;8;6;15;20;20;100
17/09/2016;9;5;15;21;21;100
17/09/2016;10;8;16;26;18;100
17/09/2016;11;9;15;23;19;100
17/09/2016;12;8;12;33;15;100
17/09/2016;13;7;13;37;13;100
17/09/2016;14;9;13;39;14;100
17/09/2016;15;8;12;38;17;100
17/09/2016;16;6;10;28;20;100
17/09/2016;17;6;10;22;25;100
17/09/2016;18;8;10;14;30;100
17/09/2016;19;9;11;10;35;200
17/09/2016;20;9;12;11;34;200
17/09/2016;21;10;12;9;33;100
17/09/2016;22;7;10;9;31;100
17/09/2016;23;7;9;8;31;200
17/09/2016;24;7;10;2;38;200
18/09/2016;1;9;12;2;38;200
18/09/2016;2;9;13;2;39;200
18/09/2016;3;9;12;4;32;200
18/09/2016;4;10;11;3;30;200
18/09/2016;5;9;11;4;26;200
18/09/2016;6;7;11;4;23;100
18/09/2016;7;6;10;8;21;200
18/09/2016;8;9;13;12;22;200
18/09/2016;9;10;15;14;19;200
18/09/2016;10;13;20;19;20;200
18/09/2016;11;20;n/d;38;18;200
18/09/2016;12;21;n/d;60;14;200
18/09/2016;13;18;24;74;14;200
18/09/2016;14;16;24;75;15;300
18/09/2016;15;15;25;80;16;200
18/09/2016;16;15;23;80;16;200
18/09/2016;17;13;21;72;21;200
18/09/2016;18;14;21;58;29;200
18/09/2016;19;17;21;52;30;200
18/09/2016;20;14;19;64;22;200
18/09/2016;21;12;17;61;17;200
18/09/2016;22;13;19;60;15;200
18/09/2016;23;13;18;58;12;100
18/09/2016;24;13;17;59;11;100
19/09/2016;1;17;20;59;10;100
19/09/2016;2;17;22;54;10;100
19/09/2016;3;17;24;51;10;100
19/09/2016;4;17;23;46;13;100
19/09/2016;5;19;24;37;22;200
19/09/2016;6;22;27;27;35;200
19/09/2016;7;23;28;17;47;200
19/09/2016;8;23;30;8;56;300
19/09/2016;9;24;31;19;50;300
19/09/2016;10;21;29;39;42;200
19/09/2016;11;15;21;49;34;200
19/09/2016;12;14;21;56;29;200
19/09/2016;13;15;21;60;25;200
19/09/2016;14;11;18;64;22;200
19/09/2016;15;11;19;54;33;200
19/09/2016;16;11;18;54;30;200
19/09/2016;17;10;17;53;29;200
19/09/2016;18;11;17;50;34;200
19/09/2016;19;13;19;37;46;300
19/09/2016;20;12;19;37;44;200
19/09/2016;21;13;21;36;42;200
19/09/2016;22;12;20;43;30;200
19/09/2016;23;12;18;39;28;200
19/09/2016;24;12;16;42;25;200
20/09/2016;1;12;18;39;25;100
20/09/2016;2;13;21;42;19;100
20/09/2016;3;13;21;36;19;100
20/09/2016;4;13;19;32;22;100
20/09/2016;5;14;22;25;31;100
20/09/2016;6;17;24;5;63;200
20/09/2016;7;17;26;4;66;200
20/09/2016;8;21;35;5;63;400
20/09/2016;9;25;40;12;53;300
20/09/2016;10;26;38;28;39;200
20/09/2016;11;23;34;46;29;200
20/09/2016;12;17;28;51;32;200
20/09/2016;13;18;26;55;28;200
20/09/2016;14;17;23;61;26;100
20/09/2016;15;16;23;50;36;100
20/09/2016;16;11;19;56;33;200
20/09/2016;17;13;21;54;40;200
20/09/2016;18;11;16;50;44;200
20/09/2016;19;14;19;32;63;300
20/09/2016;20;13;21;19;72;200
20/09/2016;21;16;23;11;72;200
20/09/2016;22;16;23;5;77;300
20/09/2016;23;16;25;11;69;200
20/09/2016;24;16;24;7;72;300
21/09/2016;1;18;28;3;86;600
21/09/2016;2;21;35;3;72;400
21/09/2016;3;20;32;5;70;400
21/09/2016;4;22;35;3;62;400
21/09/2016;5;21;32;2;63;400
21/09/2016;6;20;32;1;65;300
21/09/2016;7;22;35;2;73;500
21/09/2016;8;26;49;4;89;700
21/09/2016;9;35;61;6;96;600
21/09/2016;10;31;53;24;58;300
21/09/2016;11;21;31;37;38;200
21/09/2016;12;22;28;39;37;200
21/09/2016;13;23;30;47;36;200
21/09/2016;14;21;33;54;38;200
21/09/2016;15;18;28;58;37;200
21/09/2016;16;18;25;57;43;200
21/09/2016;17;17;25;59;44;200
21/09/2016;18;16;26;50;57;300
21/09/2016;19;20;31;23;86;400
21/09/2016;20;25;32;10;106;400
21/09/2016;21;29;39;3;121;700
21/09/2016;22;34;49;3;114;700
21/09/2016;23;30;45;2;114;700
21/09/2016;24;33;45;2;105;600
22/09/2016;1;33;46;1;94;500
22/09/2016;2;31;44;1;84;500
22/09/2016;3;30;40;2;75;500
22/09/2016;4;27;37;2;65;300
22/09/2016;5;26;36;0;62;300
22/09/2016;6;27;41;0;71;400
22/09/2016;7;29;51;1;73;400
22/09/2016;8;27;52;4;83;500
22/09/2016;9;31;59;5;88;500
22/09/2016;10;33;67;10;89;400
22/09/2016;11;31;62;20;81;400
22/09/2016;12;22;40;61;44;200
22/09/2016;13;16;22;73;34;100
22/09/2016;14;13;19;72;39;200
22/09/2016;15;13;21;77;37;100
22/09/2016;16;12;19;80;n/d;100
22/09/2016;17;11;20;67;47;200
22/09/2016;18;14;21;54;59;200
22/09/2016;19;18;26;19;99;300
22/09/2016;20;22;32;9;108;300
22/09/2016;21;19;30;5;111;300
22/09/2016;22;20;27;3;110;400
22/09/2016;23;19;29;3;106;400
22/09/2016;24;17;27;9;91;300
23/09/2016;1;15;23;12;79;300
23/09/2016;2;16;23;8;80;300
23/09/2016;3;17;28;2;83;400
23/09/2016;4;17;27;3;73;300
23/09/2016;5;20;27;14;53;200
23/09/2016;6;18;27;6;60;200
23/09/2016;7;18;32;5;71;300
23/09/2016;8;20;38;8;71;300
23/09/2016;9;19;32;16;58;200
23/09/2016;10;n/d;n/d;n/d;n/d;200
23/09/2016;11;n/d;n/d;n/d;n/d;200
23/09/2016;12;n/d;n/d;n/d;n/d;n/d
23/09/2016;13;n/d;n/d;n/d;n/d;n/d
23/09/2016;14;n/d;n/d;n/d;n/d;200
23/09/2016;15;15;24;67;40;200
23/09/2016;16;15;28;74;37;200
23/09/2016;17;15;25;70;46;200
23/09/2016;18;16;23;63;53;300
23/09/2016;19;18;30;24;96;400
23/09/2016;20;25;40;4;126;600
23/09/2016;21;34;49;4;125;700
23/09/2016;22;33;46;2;123;600
23/09/2016;23;32;45;2;122;600
23/09/2016;24;29;44;2;111;600
24/09/2016;1;27;40;1;99;500
24/09/2016;2;26;35;2;87;300
24/09/2016;3;21;29;3;80;300
24/09/2016;4;21;25;8;64;200
24/09/2016;5;19;25;3;64;200
24/09/2016;6;18;28;2;67;200
24/09/2016;7;18;27;9;58;200
24/09/2016;8;18;26;19;51;200
24/09/2016;9;17;n/d;29;45;200
24/09/2016;10;16;26;40;45;200
24/09/2016;11;18;26;69;34;200
24/09/2016;12;15;20;86;26;100
24/09/2016;13;12;17;87;35;200
24/09/2016;14;13;18;96;28;200
24/09/2016;15;13;19;95;31;200
24/09/2016;16;13;15;82;45;200
24/09/2016;17;12;19;77;45;200
24/09/2016;18;13;19;41;83;300
24/09/2016;19;16;23;33;85;300
24/09/2016;20;19;27;22;90;300
24/09/2016;21;21;29;10;98;300
24/09/2016;22;17;26;25;72;200
24/09/2016;23;16;21;22;71;300
24/09/2016;24;15;20;27;59;200
25/09/2016;1;15;17;34;46;200
25/09/2016;2;13;17;35;43;200
25/09/2016;3;11;17;41;33;200
25/09/2016;4;12;16;39;32;100
25/09/2016;5;13;17;30;37;200
25/09/2016;6;13;17;35;39;200
25/09/2016;7;12;18;33;40;200
25/09/2016;8;13;18;47;31;200
25/09/2016;9;14;19;49;28;200
25/09/2016;10;14;18;52;19;200
25/09/2016;11;13;17;37;29;200
25/09/2016;12;14;19;29;35;200
25/09/2016;13;16;20;30;31;200
25/09/2016;14;11;16;56;12;100
25/09/2016;15;7;16;62;10;100
25/09/2016;16;9;16;59;11;100
25/09/2016;17;10;19;46;23;100
25/09/2016;18;11;19;42;30;200
25/09/2016;19;10;22;44;28;200
25/09/2016;20;12;22;41;31;200
25/09/2016;21;14;24;32;36;200
25/09/2016;22;12;24;30;38;200
25/09/2016;23;10;21;23;44;100
25/09/2016;24;11;23;15;52;200
26/09/2016;1;11;23;25;44;100
26/09/2016;2;9;21;36;30;100
26/09/2016;3;9;21;10;49;200
26/09/2016;4;13;22;3;59;300
26/09/2016;5;14;24;4;58;200
26/09/2016;6;9;22;5;60;200
26/09/2016;7;n/d;n/d;n/d;58;200
26/09/2016;8;n/d;n/d;6;63;300
26/09/2016;9;15;36;5;68;400
26/09/2016;10;15;38;16;57;200
26/09/2016;11;12;34;32;41;200
26/09/2016;12;12;27;42;30;100
26/09/2016;13;12;25;41;36;200
26/09/2016;14;11;23;50;31;100
26/09/2016;15;9;22;45;35;200
26/09/2016;16;9;23;52;31;100
26/09/2016;17;8;19;45;36;200
26/09/2016;18;10;21;38;45;200
26/09/2016;19;10;22;33;45;200
26/09/2016;20;11;24;22;55;200
26/09/2016;21;12;24;20;51;200
26/09/2016;22;9;21;30;37;200
26/09/2016;23;9;18;11;53;200
26/09/2016;24;10;19;12;50;200
27/09/2016;1;8;20;24;33;100
27/09/2016;2;8;20;14;42;100
27/09/2016;3;9;19;9;42;100
27/09/2016;4;10;18;4;45;200
27/09/2016;5;9;20;1;52;200
27/09/2016;6;11;24;1;59;200
27/09/2016;7;14;32;3;64;300
27/09/2016;8;15;40;6;62;400
27/09/2016;9;15;42;10;62;300
27/09/2016;10;16;40;19;60;200
27/09/2016;11;14;31;30;47;200
27/09/2016;12;12;26;41;41;200
27/09/2016;13;12;24;56;33;100
27/09/2016;14;10;24;60;35;100
27/09/2016;15;9;31;64;33;100
27/09/2016;16;9;27;63;34;100
27/09/2016;17;10;20;50;49;200
27/09/2016;18;10;22;28;73;300
27/09/2016;19;12;25;20;78;300
27/09/2016;20;12;24;20;76;200
27/09/2016;21;11;23;14;76;200
27/09/2016;22;13;24;17;68;200
27/09/2016;23;12;20;11;69;200
27/09/2016;24;11;20;16;60;200
28/09/2016;1;10;18;16;53;200
28/09/2016;2;10;17;12;55;200
28/09/2016;3;11;16;7;56;300
28/09/2016;4;10;20;3;59;200
28/09/2016;5;12;23;2;62;200
28/09/2016;6;11;21;6;52;200
28/09/2016;7;10;22;5;56;300
28/09/2016;8;10;30;6;54;400
28/09/2016;9;12;30;14;44;300
28/09/2016;10;13;26;21;39;300
28/09/2016;11;12;21;23;37;200
28/09/2016;12;11;17;30;32;200
28/09/2016;13;11;17;33;31;200
28/09/2016;14;12;16;44;28;200
28/09/2016;15;10;16;50;26;200
28/09/2016;16;10;17;38;37;200
28/09/2016;17;10;24;27;45;200
28/09/2016;18;9;22;13;51;300
28/09/2016;19;11;18;10;50;300
28/09/2016;20;10;18;14;43;300
28/09/2016;21;12;17;18;37;200
28/09/2016;22;11;17;18;35;200
28/09/2016;23;9;13;14;33;200
28/09/2016;24;7;9;13;30;200
29/09/2016;1;6;11;12;30;100
29/09/2016;2;7;9;14;26;100
29/09/2016;3;6;9;11;24;100
29/09/2016;4;6;8;7;27;100
29/09/2016;5;7;10;4;32;100
29/09/2016;6;8;14;4;38;200
29/09/2016;7;8;16;5;40;300
29/09/2016;8;10;19;5;41;300
29/09/2016;9;9;17;11;36;200
29/09/2016;10;6;16;16;31;200
29/09/2016;11;7;14;18;31;200
29/09/2016;12;8;16;25;23;200
29/09/2016;13;7;16;26;23;200
29/09/2016;14;5;18;32;21;100
29/09/2016;15;6;18;31;25;200
29/09/2016;16;9;17;38;25;200
29/09/2016;17;11;19;31;38;200
29/09/2016;18;12;22;22;51;300
29/09/2016;19;14;21;8;62;300
29/09/2016;20;15;24;5;62;300
29/09/2016;21;12;20;31;29;200
29/09/2016;22;8;10;50;13;100
29/09/2016;23;6;7;53;12;100
29/09/2016;24;3;8;51;16;100
30/09/2016;1;5;9;52;15;100
30/09/2016;2;5;7;48;15;100
30/09/2016;3;3;7;48;14;100
30/09/2016;4;4;10;47;12;100
30/09/2016;5;4;13;37;20;100
30/09/2016;6;6;14;21;39;200
30/09/2016;7;7;19;9;52;200
30/09/2016;8;9;23;12;55;300
30/09/2016;9;9;32;17;51;200
30/09/2016;10;11;32;34;33;200
30/09/2016;11;10;26;37;35;200
30/09/2016;12;12;25;34;37;200
30/09/2016;13;13;29;33;42;200
30/09/2016;14;11;27;37;37;200
30/09/2016;15;9;25;25;48;200
30/09/2016;16;8;28;22;50;200
30/09/2016;17;10;22;19;52;200
30/09/2016;18;9;17;7;70;300
30/09/2016;19;11;20;8;67;300
30/09/2016;20;9;17;11;63;200
30/09/2016;21;11;18;3;76;300
30/09/2016;22;12;20;3;71;300
30/09/2016;23;14;21;4;64;300
30/09/2016;24;11;17;11;48;200
01/10/2016;1;9;16;13;40;200
01/10/2016;2;13;16;11;45;200
01/10/2016;3;12;16;20;33;100
01/10/2016;4;8;9;24;32;100
01/10/2016;5;7;8;25;26;200
01/10/2016;6;9;11;18;33;100
01/10/2016;7;8;12;20;37;100
01/10/2016;8;7;11;31;29;100
01/10/2016;9;7;10;36;26;100
01/10/2016;10;10;13;38;27;100
01/10/2016;11;10;18;38;26;100
01/10/2016;12;10;16;40;27;100
01/10/2016;13;10;19;50;21;100
01/10/2016;14;9;13;45;29;100
01/10/2016;15;8;13;44;30;100
01/10/2016;16;8;15;44;33;100
01/10/2016;17;9;16;39;35;100
01/10/2016;18;8;13;34;42;100
01/10/2016;19;10;15;35;38;200
01/10/2016;20;12;15;27;44;200
01/10/2016;21;13;16;28;36;200
01/10/2016;22;12;17;24;38;200
01/10/2016;23;11;16;28;31;100
01/10/2016;24;8;13;29;26;100
02/10/2016;1;7;12;35;25;100
02/10/2016;2;5;10;45;15;100
02/10/2016;3;4;8;43;13;100
02/10/2016;4;4;9;44;10;100
02/10/2016;5;4;9;43;9;100
02/10/2016;6;4;9;37;17;100
02/10/2016;7;3;9;34;18;100
02/10/2016;8;4;9;37;18;100
02/10/2016;9;5;9;41;14;200
02/10/2016;10;6;11;43;11;200
02/10/2016;11;8;8;49;14;200
02/10/2016;12;8;10;54;16;200
02/10/2016;13;7;13;59;15;100
02/10/2016;14;8;11;63;13;200
02/10/2016;15;8;11;64;13;100
02/10/2016;16;7;12;55;20;200
02/10/2016;17;7;14;51;22;200
02/10/2016;18;9;15;41;31;200
02/10/2016;19;9;15;32;44;200
02/10/2016;20;10;14;32;42;200
02/10/2016;21;9;13;32;39;200
02/10/2016;22;8;14;33;36;200
02/10/2016;23;9;14;31;37;200
02/10/2016;24;9;14;31;32;200
03/10/2016;1;8;15;21;38;200
03/10/2016;2;9;13;20;40;100
03/10/2016;3;8;13;32;23;100
03/10/2016;4;8;14;16;36;100
03/10/2016;5;8;14;12;43;100
03/10/2016;6;9;17;3;58;200
03/10/2016;7;12;25;2;63;300
03/10/2016;8;14;34;6;66;400
03/10/2016;9;15;31;11;65;300
03/10/2016;10;15;32;18;64;300
03/10/2016;11;14;27;32;44;100
03/10/2016;12;12;16;46;35;100
03/10/2016;13;8;20;55;27;100
03/10/2016;14;8;14;60;22;100
03/10/2016;15;6;15;56;25;100
03/10/2016;16;6;16;54;29;100
03/10/2016;17;6;15;45;34;100
03/10/2016;18;8;15;29;52;200
03/10/2016;19;11;16;14;71;300
03/10/2016;20;14;21;5;80;300
03/10/2016;21;13;23;7;75;300
03/10/2016;22;12;22;8;69;300
03/10/2016;23;11;19;5;68;200
03/10/2016;24;11;20;11;58;200
04/10/2016;1;11;19;24;35;200
04/10/2016;2;14;22;24;32;200
04/10/2016;3;10;18;17;34;200
04/10/2016;4;11;19;22;31;200
04/10/2016;5;13;20;9;44;200
04/10/2016;6;13;22;2;53;300
04/10/2016;7;16;27;6;56;400
04/10/2016;8;17;32;16;44;300
04/10/2016;9;19;34;23;33;300
04/10/2016;10;18;31;30;30;300
04/10/2016;11;15;28;41;23;200
04/10/2016;12;11;21;61;15;200
04/10/2016;13;9;25;71;13;200
04/10/2016;14;7;23;72;14;200
04/10/2016;15;6;15;74;13;200
04/10/2016;16;6;14;69;17;200
04/10/2016;17;5;15;63;21;200
04/10/2016;18;7;15;46;33;300
04/10/2016;19;10;16;45;34;200
04/10/2016;20;9;16;43;32;200
04/10/2016;21;9;16;42;27;200
04/10/2016;22;9;13;35;29;200
04/10/2016;23;8;11;32;26;200
04/10/2016;24;8;10;27;23;200
05/10/2016;1;6;11;25;22;200
05/10/2016;2;7;9;32;15;200
05/10/2016;3;6;9;36;12;100
05/10/2016;4;6;9;36;14;100
05/10/2016;5;7;10;26;27;100
05/10/2016;6;6;12;15;43;200
05/10/2016;7;9;14;11;48;200
05/10/2016;8;10;21;17;39;200
05/10/2016;9;11;22;27;28;200
05/10/2016;10;10;26;35;22;200
05/10/2016;11;11;16;41;20;200
05/10/2016;12;10;17;54;15;200
05/10/2016;13;9;20;56;17;200
05/10/2016;14;8;19;55;18;200
05/10/2016;15;6;24;60;17;100
05/10/2016;16;6;22;56;19;200
05/10/2016;17;8;20;48;24;200
05/10/2016;18;8;19;40;31;200
05/10/2016;19;8;17;31;36;200
05/10/2016;20;9;18;28;38;200
05/10/2016;21;9;17;35;28;200
05/10/2016;22;6;14;31;29;200
05/10/2016;23;7;11;31;26;100
05/10/2016;24;5;12;33;20;100
06/10/2016;1;4;8;38;14;100
06/10/2016;2;5;7;34;13;100
06/10/2016;3;4;6;32;14;100
06/10/2016;4;4;7;26;20;100
06/10/2016;5;3;8;11;36;100
06/10/2016;6;5;9;3;49;200
